original_id,wiki_id,wiki_name,match_score
basil wallace,Q11853951,Basil Wallace,100.0
basil patterson,Q105391227,Book reviews,30.0
baruch college of the city university of new york,Q809633,Baruch College,91.0
baruch college of the city university,Q809633,Baruch College,77.0
baruch college,Q809633,Baruch College,100.0
barbados,Q244,Barbados,100.0
baptist,Q93191,Baptists,100.0
bangkok,Q1861,Bangkok,100.0
bambi,Q43051,Bambi,100.0
between the world and me,Q20669329,Between the World and Me,100.0
big brothers,Q2902167,Big Brothers,100.0
black vibrations,Q4922107,Black Vibrations,100.0
big mac,Q38076,McDonald’s,100.0
black theatre alliance,Q65073897,Black Theatre Alliance,100.0
black sports magazine,Q16971615,Black Sports Magazine,100.0
black school,Q4922460,Black school,100.0
black patty's,Q42970260,Effects of a single exercise bout on insulin sensitivity in black and white individuals.,24.0
black music usa,Q388207,African-American music,85.0
black frankenstein,Q1444674,"Vienna Game, Frankenstein–Dracula Variation",65.0
black enterprise,Q4920731,Black Enterprise,100.0
black cowboys,Q40510792,Black cowboys,100.0
black communities,Q817393,black people,64.0
black college,Q63887490,Clark College,85.0
black belt,Q684402,Black belt,100.0
black arts and letters,Q85747481,Black Academy of Arts and Letters,80.0
black art,Q3640673,Black Art,100.0
black american art,Q122783,Ursus americanus,92.0
black a&r,Q7286889,Raleigh Black,100.0
birmingham,Q2256,Birmingham,100.0
billy mays,Q58889,Billy Mays,100.0
billy carbone,Q36069417,Genetic mapping uncovers cis-regulatory landscape of RNA editing.,21.0
bill robins,Q862416,Bill Robinson,92.0
bill johnson,Q339036,Bill Johnson,100.0
bill bricker,Q2842728,Bricker Amendment,55.0
bill bojangles robinson,Q862416,Bill Robinson,100.0
big man: the legend of john henry,Q16532596,Big Man: The Legend of John Henry,100.0
francis c. rivers,Q28047954,First Creek,44.0
frankenstein,Q23036,Frankenstein,100.0
franziska,Q155104,520 Franziska,100.0
marian wright edelman,Q1896700,Marian Wright Edelman,100.0
maxwell house,Q3306551,Maxwell House,100.0
max mcgrath,Q96103391,Max McGrath-Horn,81.0
maurice lucas,Q658347,Maurice Lucas,100.0
massachusetts,Q771,Massachusetts,100.0
masonry,Q47401,Masonry,100.0
marvin barnes,Q2332259,Marvin Barnes,100.0
martin kilson,Q54803650,Martin Luther Kilson,100.0
martha raye,Q435236,Martha Raye,100.0
martha graham,Q487604,Martha Graham,100.0
mars,Q111,Mars,100.0
marilyn monroe,Q4616,Marilyn Monroe,100.0
marianne brown,Q19865738,Marianne C. Brown,93.0
maria greco,Q57909812,Maria Greco,100.0
lynn sharpe,Q37396296,Update in hospital palliative care.,27.0
maria arroyo,Q21827116,Arroyo María,100.0
marauder,Q836438,B-26 Marauder,100.0
mao,Q5816,Mao Zedong,100.0
manhattan state hospital,Q7589100,St. Joseph's Chapel of the Manhattan State Hospital,65.0
manhattan college,Q2749572,Manhattan College,100.0
manhattan beach,Q568610,Manhattan Beach,100.0
mandy,Q69488,MDMA,100.0
malcolm x.,Q43303,Malcolm X,100.0
mahalia jackson,Q206466,Mahalia Jackson,100.0
mahalia,Q206466,Mahalia Jackson,100.0
madison square,Q110000,Madison Square and Madison Square Park,100.0
macy,Q963605,Macy,100.0
maynard,Q264442,5132 Maynard,100.0
mba,Q191701,Master of Business Administration,100.0
mccoy,Q16351,Leonard McCoy,100.0
meadow park,Q3303777,Meadow Park,100.0
milwaukee,Q37836,Milwaukee,100.0
mills-thompson,Q94129402,Mills Thompson,100.0
militaristic,Q702868,Japanese militarism,62.0
mildred montgomery,Q52667296,Efficacy and safety of topical selamectin to eradicate pinworm (Syphacia spp.) infections in rats (Rattus norvegicus) and mice (Mus musculus).,25.0
midwestern,Q186545,Midwestern United States,95.0
midtown gallery,Q72883600,Midtown Galleries,88.0
middle-atlantic,Q632014,Mid-Atlantic,100.0
middle eastern,Q62084668,Middle Eastern,100.0
michael card,Q6829094,Michael Card,100.0
mgm,Q179200,Metro-Goldwyn-Mayer,100.0
mexico,Q96,Mexico,100.0
metropolitan opera house,Q188031,Metropolitan Opera House,100.0
merrick boulevard,Q23091363,Merrick Boulevard buses,85.0
mercer street,Q3306319,Mercer Street,100.0
mental illness,Q12135,mental disorder,100.0
meme perlini,Q3854540,Memè Perlini,100.0
melvin van peebles',Q2531955,Melvin Van Peebles,100.0
melchionni,Q2332272,Bill Melchionni,100.0
melba tollivers,Q6811676,Melba Tolliver,97.0
melba moore,Q448876,Melba Moore,100.0
mel lewis,Q955597,Mel Lewis,100.0
mel jones,Q6810744,Mel Jones,100.0
medicine and dentistry,Q76585818,MEDICINE AND DENTISTRY,100.0
meadowlark,Q6803389,Meadowlark,100.0
11:30pm,Q55813170,23:30,93.0
lyndon johnson,Q9640,Lyndon B. Johnson,100.0
latin new york,Q17081895,New York Latin ACE Awards,72.0
lerone bennett's,Q5467529,Forced into Glory,32.0
lillian roberts,Q6548191,Lillian Roberts,100.0
lift every voice and sing,Q6545614,Lift Every Voice and Sing,100.0
life was unfair,Q43186908,Life's unfair.,79.0
lewis jones,Q3237297,Lewis Jones,100.0
lewis,Q115081,Lewis County,100.0
levitan,Q211356,Isaac Levitan,100.0
let's--,Q3192,Let's Go,77.0
lester young,Q110714,Lester Young,100.0
lester,Q67946,Lester,100.0
les mccann,Q562912,Les McCann,100.0
les alston,Q22092214,Alston Bobb,67.0
les,Q1013,Lesotho,100.0
lerone bennett,Q6528868,"Lerone Bennett, Jr.",100.0
lynch center,Q1192749,250 Vesey Street,50.0
leroi jones,Q354783,Amiri Baraka,100.0
leonard,Q762,Leonardo da Vinci,100.0
leon dodson,Q80221808,Complications associated with the placement of dental implants,25.0
leon,Q8853,Leo,100.0
lehman college,Q1128593,Lehman College,100.0
legal defense fund,Q6517482,Legal defense fund,100.0
lee elder,Q6513528,Lee Elder,100.0
lee,Q80,Tim Berners-Lee,100.0
league,Q170156,confederation,100.0
lawrence-holder,Q88979018,Lawrence Holder,100.0
lawrence,Q34970,D. H. Lawrence,100.0
lincoln hospital,Q6550756,Lincoln Hospital,100.0
lincoln university,Q1048626,Lincoln University,100.0
lionel,Q313846,"Lionel of Antwerp, 1st Duke of Clarence",100.0
luther,Q9554,Martin Luther,100.0
louisville,Q43668,Louisville,100.0
louisiana state,Q1588,Louisiana,91.0
louisa may alcott,Q185696,Louisa May Alcott,100.0
louis h. pollak,Q6687322,Louis H. Pollak,100.0
louie,Q23536,Louie,100.0
lou grant,Q421733,Lou Grant,100.0
los boricuas,Q16275059,Los Boricuas,100.0
lords,Q233118,Traci Lords,100.0
loose coalition,Q43306468,Nationalist Front,55.0
long beach,Q16739,Long Beach,100.0
loft,Q479981,Loft,100.0
lodges,Q26381302,Lodges,100.0
lodge,Q277760,gatehouse,100.0
locus solus,Q2913641,Locus Solus,100.0
little street,Q26293467,"10, Little Street",90.0
little rock high school,Q22911234,Little Rock High School,100.0
little rock central,Q1140040,Little Rock Central High School,78.0
little league,Q608201,Little League Baseball,100.0
little boy,Q181013,Little Boy,100.0
lithuanian,Q9083,Lithuanian,100.0
lithuania,Q37,Lithuania,100.0
lionel hampton,Q313525,Lionel Hampton,100.0
milwaukee bucks,Q169637,Milwaukee Bucks,100.0
mimi,Q41076,Mariah Carey,100.0
on the case,Q74124802,On the case,100.0
olympics,Q5389,Olympic Games,100.0
olympic games,Q5389,Olympic Games,100.0
old masters,Q435977,Old Masters,100.0
ohio state,Q309331,Ohio State University,100.0
off-broadway,Q1058828,Off-Broadway,100.0
of--,Q824,Oregon,50.0
numero uno,Q262249,John Cavil,100.0
northern nigeria,Q3509092,Northern Region,100.0
northern alabama,Q71181150,Tetanus in northern Alabama,74.0
north street,Q619114,North Street,100.0
minisink,Q3428372,Minisink,100.0
north and south america,Q104628369,Racism in North and South America,82.0
north american,Q7754336,The North American,100.0
norman lewis,Q3740646,Norman Lewis,100.0
norman granz,Q1382555,Norman Granz,100.0
noel coward,Q298388,Noël Coward,100.0
nile,Q3392,Nile,100.0
nigel jackson,Q94131450,Nigel Jackson,100.0
new york yankees,Q213417,New York Yankees,100.0
new york university's,Q13652966,New York University Shanghai,86.0
orchard beach,Q7100175,Orchard Beach,100.0
orchestra,Q42998,orchestra,100.0
oriental american,Q20881019,An American Oriental,92.0
perkins,Q172072,Larry Perkins,100.0
penn central,Q1428642,Penn Central Transportation Company,100.0
peking,Q956,Beijing,100.0
pedro pietri,Q3898706,Pedro Pietri,100.0
peale,Q43296,Wake Island,100.0
payne,Q2282633,Payne,100.0
paul o'dwyer,Q7152778,Paul O'Dwyer,100.0
paul dunbar's,Q102257474,M.S. 301 Paul L. Dunbar,76.0
pat harris,Q7143519,Pat Harris,100.0
pat dempsey,Q63869214,Psychometric Properties of the Merrill–Palmer–Revised Scales of Development in Preschool Children With Autism Spectrum Disorder,14.0
pastel,Q189085,pastel,100.0
parren mitchell,Q2695539,Parren Mitchell,100.0
park department,Q1894232,New York City Department of Parks and Recreation,73.0
panama,Q804,Panama,100.0
pan-africanist,Q775460,Pan Africanist Congress of Azania,76.0
pan-africanism,Q282739,Pan-Africanism,100.0
pan-african,Q2418127,Pan African FC,100.0
palmer hayden,Q3361615,Palmer Hayden,100.0
paige,Q233962,Elaine Paige,100.0
owen johnson,Q1598125,Owen Johnson,100.0
our man flint,Q1200038,Our Man Flint,100.0
otis thomas,Q59747946,Thomas Otis,100.0
ossie davis,Q515632,Ossie Davis,100.0
ossawa tanner,Q1374436,Henry Ossawa Tanner,81.0
new york state office building,Q9188,Empire State Building,71.0
new york state council for the arts,Q7014063,New York State Council on the Arts,90.0
new york state council,Q7014063,New York State Council on the Arts,79.0
nat,Q11182,Network Address Translation,100.0
nassau coliseum,Q1048921,Nassau Veterans Memorial Coliseum,100.0
nassau,Q2467,Nassau,100.0
naboria,Q6037085,Naboría,100.0
muslims,Q47740,Muslim,100.0
muse,Q22151,Muse,100.0
muddy waters,Q220707,Muddy Waters,100.0
mr henderson,Q7816159,Tom Henderson,88.0
mozart,Q254,Wolfgang Amadeus Mozart,100.0
mother of the year,Q25498982,Mother of the Year,100.0
moslems,Q47740,Muslim,100.0
morgenthau,Q77161,Hans Morgenthau,100.0
moon,Q405,Moon,100.0
moody's,Q675585,Moody's Corporation,100.0
monty norris,Q98239644,Optimal Multichannel Artifact Prediction and Removal for Neural Stimulation and Brain Machine Interfaces,16.0
monterey,Q108072,Monterey County,100.0
monte irvin,Q4356515,Monte Irvin,100.0
montague,Q33180,Montague,100.0
monroes,Q7752073,The Monroes,100.0
mobile oil,Q156238,ExxonMobil,95.0
mm-hm,Q836,Myanmar,60.0
mitchell,Q112442,Mitchell County,100.0
mississippi state,Q1939211,Mississippi State University,100.0
nassau county,Q54064,Nassau County,100.0
nat turner,Q329730,Nat Turner,100.0
new york of oic,Q6694759,Lt. Warren Eaton Airport,33.0
natalie,Q154266,448 Natalie,100.0
new york new york,Q60,New York City,100.0
new york magazine,Q1507987,New York Magazine,100.0
new york harbor,Q1138301,New York Harbor,100.0
new york community college,Q5134090,Clinton Community College,87.0
new york city--,Q60,New York City,100.0
new york city's,Q7733,New York City Subway,86.0
new york city police department,Q328473,New York City Police Department,100.0
new york city opera,Q181813,New York City Opera,100.0
new york city dollars,Q6859741,Million Dollar Corner,48.0
new grenada,Q7007850,New Grenada,100.0
negro ensemble,Q17082843,Negro Ensemble Company,78.0
nec,Q219203,NEC,100.0
neanderthal,Q40171,Neanderthal,100.0
nda journal,Q27714336,NDA journal,100.0
native americans,Q36747,indigenous peoples of America,100.0
native american,Q36747,indigenous peoples of America,100.0
national dental association,Q15995342,National Dental Association,100.0
national black,Q6971024,National Black Network,78.0
latin writers,Q42750492,A handlist of the Latin writers of Great Britain and Ireland before 1540,74.0
latin american,Q16799549,Latin Americans,97.0
frasier,Q209282,Frasier,100.0
hawaii,Q782,Hawaii,100.0
hindus,Q16995471,Hindus,100.0
herkimer street,Q68945090,Herkimer Street,100.0
herbie hancock,Q105875,Herbie Hancock,100.0
henry parks,Q1607143,Henry Parkes,96.0
henry ossawa tanner,Q1374436,Henry Ossawa Tanner,100.0
henry o. tanner,Q1374436,Henry Ossawa Tanner,100.0
henry marsh,Q506113,Henry Marsh,100.0
helen buttenwieser,Q13561593,Helen Lehman Buttenwieser,84.0
helen armstead -johnson,Q36733933,Introgression mapping in the grasses.,34.0
health and hospital corporation,Q30282654,Health and Hospital Corporation,100.0
harry truman,Q11613,Harry S. Truman,100.0
guys and dolls,Q796988,Guys and Dolls,100.0
harriet tubman,Q102870,Harriet Tubman,100.0
harlems,Q9920,Haarlem,93.0
harlem ymca,Q5128957,Harlem YMCA,100.0
harlem usa,Q597451,Harlem River,78.0
harlem boys,Q16208984,Boys Choir of Harlem,71.0
hank aaron,Q215777,Hank Aaron,100.0
hampton institute,Q1797817,Hampton University,100.0
haile selassie,Q41178,Haile Selassie I,100.0
h.g. parks,Q96825681,G-H Park,94.0
hirsch,Q65255,Paul Hirsch,100.0
his own where,Q63161489,John Alexander Radcliffe,32.0
hispanic americans,Q58669,Hispanic and Latino Americans,78.0
homestead,Q280557,Homestead,100.0
indigenous,Q103817,indigenous people,100.0
illinois,Q1204,Illinois,100.0
igbo,Q29412,Enugu Nigeria,100.0
ibm,Q37156,IBM,100.0
iago on act 3 scene 3,Q106566967,"Othello and Iago, from Shakespeare's Seven Tragedies, Othello, Act III Scene 3 by William Shakespeare.",30.0
i'm forever blowing bubbles,Q1676211,I'm Forever Blowing Bubbles,100.0
i am the black,Q5976210,I Am the New Black,88.0
hyphenated-american,Q12404066,Hyphenated American,100.0
hyde park,Q123738,Hyde Park,100.0
huntington,Q19074,Samuel P. Huntington,100.0
hunter college,Q1446181,Hunter College,100.0
humphrey,Q79668,Humphrey,100.0
hulett,Q1028931,Hulett,100.0
hughes high school,Q5933336,Hughes STEM High School,100.0
hudson,Q3140,Hudson River,100.0
hubert humphrey,Q209989,Hubert Humphrey,100.0
housing urban development,Q811595,United States Department of Housing and Urban Development,77.0
house,Q3947,house,100.0
hotel chelsea,Q240711,Hotel Chelsea,100.0
guys and dolls',Q796988,Guys and Dolls,100.0
gutman,Q272462,Natalia Gutman,100.0
lagos,Q8673,Lagos,100.0
fritz samuels,Q3310798,Samuel Fritz,96.0
gentleperson,Q54022104,Statement Regarding the National Resident Matching Program Child and Adolescent Psychiatry Match: A Call to Uphold the Gentlepersons' Agreement.,16.0
gentlemen's,Q88362879,Gentlemen's club,86.0
gene tunney,Q406742,Gene Tunney,100.0
gate,Q53060,gate,100.0
ganja & hess,Q5521344,Ganja & Hess,100.0
gaines,Q109836,Gaines County,100.0
gabriel prosser,Q1393002,Gabriel,100.0
g,Q3133,green,100.0
fund--,Q4201895,investment fund,75.0
fulton street,Q685083,Fulton Street,100.0
from slavery to freedom,Q83644714,freedom from slavery,93.0
gus hawkins,Q76020782,Gus Hawkins,100.0
freudian,Q39074117,Freudian,100.0
freemasons,Q41726,freemasonry,100.0
freemasonry,Q41726,freemasonry,100.0
fred stauffer,Q1452517,Fred Stauffer,100.0
fred richman,Q75985792,Fred Richman,100.0
fred eversley,Q18977966,Fred Eversley,100.0
geoffrey,Q1357271,Geoffrey,100.0
george d. cannon,Q74666125,"George E. Cannon: Black churchman, physician, and Republican politician",34.0
george e. johnson,Q373964,George E. Johnson,100.0
george shirley,Q3101916,George Shirley,100.0
guinea,Q1006,Guinea,100.0
guggenheim,Q201469,Solomon R. Guggenheim Museum,100.0
guernica,Q175036,Guernica,100.0
grove press,Q3777164,Grove Press,100.0
greene street,Q20634482,Greene Street,100.0
greek,Q41,Greece,100.0
grandmaster,Q105269,Grandmaster,100.0
gowon,Q354695,Yakubu Gowon,100.0
gottlieb,Q1151411,Gottlieb,100.0
gordon j. davis,Q71095462,Blood groups of gibbons. Further observations,34.0
goodman,Q46755,Benny Goodman,100.0
golden west,Q5579956,Golden West,100.0
gobineau,Q29370797,Gobineau,100.0
globetrotters,Q506754,Harlem Globetrotters,100.0
glad,Q1011159,Glad,100.0
girls high school,Q5564567,Girls' High School,100.0
gilpin,Q115577,Gilpin County,100.0
gilliam,Q953623,Gilliam,100.0
gil scott,Q378858,Gil Scott-Heron,75.0
giants,Q190618,New York Giants,100.0
giancarlo nanni,Q13405533,Giancarlo Nanni,100.0
ghanaians,Q15307583,Ghanaians,100.0
george weisman,Q225260,George of the Jungle,55.0
george washington's,Q3101987,George Washington Snow,93.0
george walker,Q983587,George P. L. Walker,100.0
interior,Q179232,interior design,100.0
international paper,Q202972,International Paper,100.0
international theater festival,Q5431408,Fajr International Theater Festival,92.0
jose,Q128267,Joseph,100.0
julius irving,Q209921,Julius Erving,92.0
julius,Q103101,Julius I,100.0
judy gerber,Q90098708,Tai chi for enhanced inpatient mobilization: A feasibility study,19.0
judith rabkin,Q56917537,Managing fatigue in HIV/AIDS,34.0
joyce jackson,Q105590090,Mattie Jackson,79.0
joyce griffin,Q4034001,And I'm Joyce Kinney,42.0
joyce,Q263780,5418 Joyce,100.0
joshua johnson,Q958068,Joshua Johnson,100.0
joseph cullman,Q431936,Joseph Cullman,100.0
jose-angel-figueroa,Q50885404,José Angel Figueroa,100.0
jose-angel figueroa,Q50885404,José Angel Figueroa,100.0
jose angel-figueroa,Q50885404,José Angel Figueroa,100.0
johnston,Q131008,Johnston Atoll,100.0
ira aldridge--,Q520060,Ira Aldridge,100.0
johnson publishing company,Q6268401,Johnson Publishing Company,100.0
johnson publishing,Q6268401,Johnson Publishing Company,100.0
"johnson products, inc.",Q26370534,"Walk Through Survey of Avon Products, Inc., Springdale, Ohio",42.0
johnny hodges,Q455176,Johnny Hodges,100.0
john steptoe,Q6259056,John Steptoe,100.0
john patterson,Q880154,John Malcolm Patterson,100.0
john maynard,Q1701003,Luther Fuller,100.0
john lindsay,Q666931,John Lindsay,100.0
john kirby,Q338644,John Kirby,100.0
john kennedy,Q9696,John F. Kennedy,100.0
john houseman,Q315734,John Houseman,100.0
k.c.,Q41819,Kansas City,100.0
kalimba,Q840946,Kalimba Marichal el novio de Gema,100.0
katherine dunham,Q272637,Katherine Dunham,100.0
lafayette,Q79492,LaFayette,100.0
lady,Q139,queen,100.0
labor department,Q628807,United States Department of Labor,91.0
labor,Q216082,Australian Labor Party,100.0
labanotation,Q1751702,Labanotation,100.0
la scala,Q5471,La Scala,100.0
la mama's,Q36870,first language,74.0
la belle m.,Q353223,La Belle,89.0
l.a.,Q65,Los Angeles,100.0
kunta kinte,Q213188,Kunta Kinteh Island,100.0
korean,Q9176,Korean,100.0
koran,Q428,Quran,100.0
kool-aid,Q1531983,Kool-Aid,100.0
kojak savalas,Q209471,Telly Savalas,70.0
kitty kirby,Q35152035,"""Whose job is it, really?"" Physicians', nurses', and pharmacists' perspectives on completing inpatient medication reconciliation.",11.0
king,Q116,monarch,100.0
kilson,Q1741010,kelson,100.0
kentucky,Q1603,Kentucky,100.0
kenny webbs,Q51194086,Insulation disks on the skin to estimate muscle temperature.,20.0
kenneth clarke's,Q346779,Kenny Clarke,94.0
kenneth clarke,Q271889,Kenneth Clarke,100.0
kennedy high school,Q3809252,John F. Kennedy High School,100.0
kennedy airport,Q35270304,Kennedy Ranch Airport,83.0
ken gibson,Q6387668,Ken Gibson,100.0
john hope franklin,Q1367397,John Hope Franklin,100.0
john hammond,Q324322,John Hammond,100.0
john coltrane,Q7346,John Coltrane,100.0
jazz philharmonic,Q4483741,Jazz Philharmonic Hall,87.0
jazz,Q8341,jazz,100.0
java,Q251,Java,100.0
jamestown,Q30970,Jamestown,100.0
james weeks,Q21810603,James Weeks,100.0
james washington,Q826537,Jakob von Washington,100.0
james w. leach,Q16859364,James Leach,92.0
james p. murray,Q40729064,James T. Murray,93.0
james lyons,Q290363,Jimmy Lyons,100.0
james hulett,Q22962094,James Hulett,100.0
james harris,Q321003,James Harris,100.0
james earl,Q6133267,James Earl,100.0
james bond,Q844,James Bond,100.0
james baldwin,Q273210,James Baldwin,100.0
james bailey,Q1618075,James Bailey,100.0
jake lawrence,Q5236246,David Robbins,57.0
jacob lawrence,Q355566,Jacob Lawrence,100.0
jack johnson,Q297097,Jack Johnson,100.0
jack dempsey,Q3737,Rocio octofasciata,100.0
j.d.,Q323807,J.D.,100.0
j. rosamond johnson,Q6106988,J. Rosamond Johnson,100.0
j,Q319,Jupiter,100.0
islip,Q1751219,Islip,100.0
isaac newton,Q935,Isaac Newton,100.0
ireland,Q27,Ireland,100.0
jazz party,Q3163334,Jazz Party,100.0
jazz quartet,Q20891678,Jazz Quartet,100.0
john amos,Q498820,John Amos,100.0
joel chandler harris,Q554269,Joel Chandler Harris,100.0
joe williams,Q1691402,Joe Williams,100.0
joe overstreet,Q21849415,Joe Overstreet,100.0
joe dimaggio,Q297142,Joe DiMaggio,100.0
joe chino,Q10564192,Joe Chung,78.0
joe,Q34359,Doctor,100.0
jimmy lyons,Q290363,Jimmy Lyons,100.0
jimmy carter,Q23685,Jimmy Carter,100.0
jim turner,Q1638994,Jim Turner,100.0
jim rose,Q6197863,Jim Rose,100.0
jim robinson,Q1442275,Jim Robinson,100.0
jim murray,Q543587,Jim Murray,100.0
jim beckworth,Q1374280,James Beckwourth,100.0
jet,Q178777,jet engine,100.0
jesuit,Q36380,Society of Jesus,100.0
jesse jackson,Q310586,Jesse Jackson,100.0
jersey city,Q26339,Jersey City,100.0
jersey,Q785,Jersey,100.0
jeff,Q3176410,Jeff,100.0
jeddah,Q374365,Jeddah,100.0
jean hutson,Q16014076,Jean Blackwell Hutson,69.0
jean bond,Q75662950,Jean Carey Bond,100.0
zodiac cecil payne,Q19898302,Zodiac,50.0
