entity,entity_type,frequency,doc_id
east 110th street,WORK_OF_ART,3,"['RG_9_8_97', 'RG_9_8_97', 'RG_9_8_97']"
olympic,GPE,3,['RG_9_8_56']
the new york city opera,FAC,3,"['RG_9_8_69', 'RG_9_8_69']"
the new york city opera,ORG,3,['RG_9_8_69']
protestant,NORP,3,"['RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4324']"
uhm,ORG,3,"['RG9-8_ref4329', 'RG9-8_ref4329', 'RG_9_8_182']"
the national endowment for the humanities,ORG,3,"['RG_9_8_111', 'RG_9_8_125', 'RG_9_8_132']"
it--,ORG,3,"['RG_9_8_208', 'RG_9_8_59', 'RG9-8_ref4324']"
eastern parkway,LOC,3,"['RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']"
is--,ORG,3,"['RG_9_8_201', 'RG_9_8_59']"
is--,NORP,3,['RG9-8_ref4330']
robert boyd,PERSON,3,"['RG_9_8_52', 'RG_9_8_52', 'RG_9_8_52']"
u.n.,ORG,3,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']"
africans,NORP,3,"['RG_9_8_111', 'RG_9_8_133', 'RG_9_8_70']"
the college fund,ORG,3,"['RG_9_8_148', 'RG_9_8_148', 'RG_9_8_148']"
william eric perkins,PERSON,3,"['RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115']"
east harlem,LOC,3,"['RG_9_8_69', 'RG_9_8_97', 'RG_9_8_97']"
the black theater alliance,ORG,3,"['RG_9_8_110', 'RG_9_8_58', 'RG_9_8_134']"
david driscoll,PERSON,3,"['RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']"
david hammons,PERSON,3,"['RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42']"
barbara,PERSON,3,"['RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324']"
pennsylvania,GPE,3,"['RG_9_8_55', 'RG_9_8_207', 'RG_9_8_209']"
benny andrews,PERSON,3,"['RG_9_8_192', 'RG_9_8_192', 'RG_9_8_118']"
the new york jazz repertory company,ORG,3,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106']"
equal opportunity,ORG,3,"['RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39']"
northwestern,ORG,3,['RG_9_8_196']
black english,EVENT,3,"['RG_9_8_121', 'RG_9_8_121']"
alex haley,GPE,3,['RG_9_8_155']
boys clubs of america,ORG,3,"['RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89']"
realidad,WORK_OF_ART,3,"['RG_9_8_101', 'RG_9_8_101']"
adam clayton powell,PERSON,3,"['RG_9_8_209', 'RG_9_8_118', 'RG_9_8_118']"
shiva,PERSON,3,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']"
the institute of afro american affairs,ORG,3,"['RG_9_8_192', 'RG_9_8_187', 'RG_9_8_187']"
emory taylor,PERSON,3,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']"
west point,GPE,3,"['RG_9_8_26', 'RG_9_8_26']"
wanda,PERSON,3,"['RG9-8_ref4324', 'RG9-8_ref4324']"
west point,LOC,3,['RG_9_8_26']
albans,NORP,3,"['RG9-8_ref4328', 'RG_9_8_70', 'RG_9_8_70']"
st. albans,NORP,3,"['RG9-8_ref4328', 'RG9-8_ref4328', 'RG_9_8_70']"
the institute of afro-african affairs,ORG,3,"['RG_9_8_55', 'RG_9_8_196', 'RG_9_8_209']"
stamp alert,PERSON,3,"['RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59']"
wanda,GPE,3,['RG9-8_ref4324']
the theatre alliance,ORG,3,"['RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187']"
paris,GPE,3,"['RG_9_8_58', 'RG_9_8_58', 'RG_9_8_58']"
louis,ORG,3,['RG_9_8_207']
census,PERSON,3,"['RG_9_8_111', 'RG_9_8_111', 'RG_9_8_111']"
kente,PERSON,3,"['RG_9_8_155', 'RG_9_8_155']"
kente,NORP,3,['RG_9_8_155']
black english,NORP,3,['RG_9_8_121']
boricua,WORK_OF_ART,3,"['RG_9_8_97', 'RG_9_8_97']"
kennedy's children,WORK_OF_ART,3,"['RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324']"
alan feinstein,PERSON,3,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']"
plessy,ORG,3,"['RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67']"
alert,ORG,3,"['RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59']"
alex haley,PERSON,3,"['RG_9_8_111', 'RG_9_8_155']"
louis,PERSON,3,"['RG_9_8_106', 'RG_9_8_207']"
southwest,LOC,3,"['RG_9_8_101', 'RG_9_8_204', 'RG_9_8_204']"
ralph,PERSON,3,"['RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67']"
sojourner truth,PERSON,3,"['RG_9_8_114', 'RG_9_8_114', 'RG_9_8_67']"
the east coast,LOC,3,"['RG_9_8_42', 'RG_9_8_42', 'RG_9_8_134']"
the white house,ORG,3,"['RG_9_8_101', 'RG_9_8_204', 'RG_9_8_204']"
little rock,GPE,3,"['RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204']"
thelonious monk,PERSON,3,"['RG_9_8_106', 'RG_9_8_208', 'RG_9_8_98']"
soul of reason',WORK_OF_ART,3,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']"
leontyne price,PERSON,3,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_98']"
leonard jeffries,PERSON,3,"['RG_9_8_155', 'RG_9_8_155', 'RG_9_8_155']"
general foods corporation,ORG,3,"['RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39']"
leon keyserling,PERSON,3,"['RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204']"
bushwick,FAC,3,"['RG9-8_ref4329', 'RG_9_8_204']"
bushwick,GPE,3,['RG9-8_ref4329']
third avenue,FAC,3,"['RG_9_8_182', 'RG_9_8_182', 'RG_9_8_58']"
wbls,ORG,3,"['RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78']"
lavenia,PERSON,3,['RG_9_8_201']
lavenia,GPE,3,"['RG_9_8_201', 'RG_9_8_201']"
realidad,PERSON,3,['RG_9_8_101']
latin,NORP,3,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_192']"
the humphrey-hawkins bill,ORG,3,"['RG_9_8_204', 'RG_9_8_204']"
the urban fellows training program,ORG,3,"['RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89']"
cannonball adderley,ORG,3,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106']"
parks,PERSON,3,"['RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328']"
brazilian,NORP,3,"['RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67']"
brazil,GPE,3,"['RG_9_8_101', 'RG_9_8_67', 'RG_9_8_67']"
boricua,PERSON,3,['RG_9_8_97']
stanley cowell,PERSON,3,"['RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186']"
vy,PERSON,3,"['RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78']"
the hotel chelsea,FAC,3,['RG_9_8_125']
mark millander,PERSON,3,"['RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196']"
black sports,ORG,3,"['RG_9_8_56', 'RG_9_8_56', 'RG_9_8_56']"
mario anglada,PERSON,3,"['RG_9_8_94', 'RG_9_8_94', 'RG_9_8_94']"
chicanos,PERSON,3,"['RG_9_8_204', 'RG_9_8_155', 'RG_9_8_121']"
strata-east records,ORG,3,"['RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186']"
joselyn cooper,PERSON,3,"['RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59']"
city hall,FAC,3,"['RG_9_8_185', 'RG_9_8_70', 'RG_9_8_70']"
temple university,ORG,3,"['RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115']"
the humphrey-hawkins bill,FAC,3,['RG_9_8_204']
reason,PERSON,3,['RG_9_8_85']
agrarian,NORP,3,"['RG_9_8_94', 'RG_9_8_94', 'RG_9_8_94']"
porgy and bess',WORK_OF_ART,3,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']"
the democratic party,ORG,3,"['RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209']"
the hotel chelsea,ORG,3,"['RG_9_8_125', 'RG_9_8_125']"
the daily news,ORG,3,"['RG_9_8_101', 'RG_9_8_101', 'RG_9_8_101']"
the democratic national committee,ORG,3,"['RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209']"
scott joplin,PERSON,3,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_125']"
joan sandler,PERSON,3,"['RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187']"
nixon,PERSON,3,"['RG9-8_ref4329', 'RG_9_8_97', 'RG_9_8_209']"
reason,ORG,3,"['RG_9_8_192', 'RG_9_8_39']"
seventh avenue,FAC,3,"['RG_9_8_187', 'RG_9_8_118', 'RG_9_8_118']"
lunsford,GPE,3,"['RG_9_8_208', 'RG_9_8_208']"
charles,PERSON,3,"['RG_9_8_55', 'RG_9_8_55', 'RG_9_8_67']"
june jordan,PERSON,3,"['RG_9_8_121', 'RG_9_8_121', 'RG_9_8_121']"
stephen goodwin,PERSON,3,"['RG_9_8_40', 'RG_9_8_40', 'RG_9_8_40']"
lunsford,PERSON,3,['RG_9_8_208']
tai,PERSON,3,"['RG_9_8_114', 'RG_9_8_114', 'RG_9_8_114']"
the cultural train,WORK_OF_ART,3,['RG_9_8_201']
northwestern,NORP,3,['RG_9_8_196']
ernie,ORG,3,"['RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204']"
charles williams,PERSON,3,"['RG_9_8_55', 'RG_9_8_55', 'RG_9_8_55']"
ojt,ORG,2,"['RG9-8_ref4329', 'RG9-8_ref4329']"
gibson,PERSON,2,"['RG_9_8_209', 'RG_9_8_209']"
parks department,ORG,2,"['RG9-8_ref4328', 'RG9-8_ref4328']"
freedom fund united foundation,ORG,2,"['RG_9_8_201', 'RG_9_8_201']"
the city college,ORG,2,"['RG_9_8_155', 'RG_9_8_155']"
the criminal justice control commission,ORG,2,"['RG_9_8_110', 'RG_9_8_110']"
harvard,ORG,2,"['RG_9_8_114', 'RG_9_8_148']"
piney brown's,PERSON,2,"['RG_9_8_208', 'RG_9_8_208']"
gordon,PERSON,2,"['RG9-8_ref4328', 'RG9-8_ref4328']"
frank silvera,PERSON,2,"['RG_9_8_201', 'RG_9_8_187']"
gone with the wind,WORK_OF_ART,2,"['RG_9_8_115', 'RG_9_8_115']"
the city university,ORG,2,"['RG_9_8_155', 'RG_9_8_125']"
god's trombone,WORK_OF_ART,2,"['RG9-8_ref4330', 'RG9-8_ref4330']"
haley,PERSON,2,"['RG_9_8_111', 'RG_9_8_111']"
gordon davis,PERSON,2,"['RG9-8_ref4328', 'RG9-8_ref4328']"
germany,GPE,2,"['RG_9_8_69', 'RG_9_8_69']"
the congressional black caucus,ORG,2,"['RG_9_8_204', 'RG_9_8_209']"
george jackson,PERSON,2,"['RG_9_8_114', 'RG_9_8_114']"
pittsburgh,GPE,2,"['RG_9_8_56', 'RG_9_8_204']"
hampton,PERSON,2,"['RG_9_8_111', 'RG_9_8_98']"
picasso,WORK_OF_ART,2,"['RG_9_8_42', 'RG_9_8_42']"
the department of employment,ORG,2,"['RG9-8_ref4329', 'RG9-8_ref4329']"
park avenue south,FAC,2,"['RG9-8_ref4329', 'RG9-8_ref4329']"
grand master of the king george grand lodge,WORK_OF_ART,2,"['RG_9_8_144', 'RG_9_8_144']"
grand master,PERSON,2,"['RG_9_8_144', 'RG_9_8_144']"
gambia,GPE,2,['RG_9_8_155']
gambia,FAC,2,['RG_9_8_155']
fred o'neill,PERSON,2,"['RG_9_8_111', 'RG_9_8_111']"
franklin,ORG,2,"['RG_9_8_133', 'RG_9_8_133']"
grand lodge,GPE,2,"['RG_9_8_144', 'RG_9_8_144']"
portuguese,NORP,2,"['RG_9_8_186', 'RG_9_8_67']"
furman,PRODUCT,2,['RG_9_8_55']
furman,PERSON,2,['RG_9_8_55']
the freedom fund's,ORG,2,"['RG_9_8_201', 'RG_9_8_201']"
fund,ORG,2,['RG_9_8_55']
frank sinatra,PERSON,2,"['RG_9_8_69', 'RG_9_8_69']"
percy sutton,PERSON,2,"['RG_9_8_111', 'RG_9_8_209']"
harlem core,PERSON,2,"['RG_9_8_209', 'RG_9_8_209']"
fund,LOC,2,['RG_9_8_55']
missouri,GPE,2,"['RG_9_8_204', 'RG_9_8_148']"
john henry's,PERSON,2,"['RG_9_8_121', 'RG_9_8_121']"
hazel bryant,PERSON,2,"['RG_9_8_187', 'RG_9_8_187']"
new york university college of dentistry,ORG,2,"['RG_9_8_52', 'RG_9_8_52']"
malcolm,PERSON,2,"['RG_9_8_204', 'RG_9_8_155']"
major league baseball,ORG,2,"['RG_9_8_55', 'RG_9_8_55']"
madison avenue,FAC,2,"['RG_9_8_78', 'RG_9_8_78']"
new york black,LOC,2,['RG_9_8_78']
new york black,ORG,2,['RG_9_8_78']
senate,ORG,2,"['RG_9_8_85', 'RG9-8_ref4330']"
lyles,PERSON,2,"['RG_9_8_125', 'RG_9_8_125']"
louis armstrong,PERSON,2,"['RG_9_8_98', 'RG_9_8_98']"
little women,WORK_OF_ART,2,"['RG_9_8_121', 'RG_9_8_121']"
little rock arkansas,GPE,2,"['RG_9_8_204', 'RG_9_8_204']"
little italy,GPE,2,"['RG_9_8_118', 'RG_9_8_118']"
sister zakia,PERSON,2,"['RG_9_8_201', 'RG_9_8_201']"
social security,ORG,2,"['RG_9_8_40', 'RG_9_8_26']"
new york times,ORG,2,"['RG_9_8_204', 'RG_9_8_209']"
let's dance,WORK_OF_ART,2,"['RG_9_8_207', 'RG_9_8_207']"
state,ORG,2,"['RG_9_8_144', 'RG_9_8_144']"
leon sullivan,PERSON,2,"['RG9-8_ref4329', 'RG9-8_ref4329']"
new yorker,ORG,2,"['RG_9_8_78', 'RG_9_8_182']"
lavenia byer,PERSON,2,"['RG_9_8_201', 'RG_9_8_201']"
the guardians association,ORG,2,"['RG_9_8_209', 'RG_9_8_209']"
south jamaica,GPE,2,"['RG_9_8_82', 'RG_9_8_187']"
latin america,LOC,2,"['RG_9_8_118', 'RG_9_8_67']"
southern,NORP,2,"['RG_9_8_115', 'RG9-8_ref4330']"
speech,ORG,2,"['RG_9_8_187', 'RG9-8_ref4330']"
la mama experimental theater club,ORG,2,"['RG_9_8_58', 'RG_9_8_58']"
konde,PERSON,2,['RG_9_8_186']
konde,GPE,2,['RG_9_8_186']
koch,PERSON,2,"['RG9-8_ref4328', 'RG9-8_ref4329']"
kerner,ORG,2,"['RG_9_8_67', 'RG_9_8_67']"
kenyatta,ORG,2,"['RG_9_8_118', 'RG_9_8_118']"
mammy,GPE,2,"['RG_9_8_121', 'RG_9_8_121']"
new world,ORG,2,"['RG_9_8_67', 'RG_9_8_67']"
nba,ORG,2,"['RG_9_8_56', 'RG_9_8_56']"
manhattan school of music,ORG,2,"['RG_9_8_69', 'RG_9_8_69']"
michigan state,GPE,2,"['RG_9_8_204', 'RG_9_8_204']"
met,ORG,2,['RG_9_8_69']
met,NORP,2,['RG_9_8_69']
rocky,PERSON,2,"['RG_9_8_26', 'RG_9_8_26']"
rockefeller,ORG,2,"['RG_9_8_40', 'RG_9_8_118']"
mercer,GPE,2,"['RG_9_8_114', 'RG_9_8_125']"
rochester,GPE,2,"['RG_9_8_208', 'RG_9_8_70']"
robeson,ORG,2,"['RG9-8_ref4330', 'RG9-8_ref4330']"
menelik,PERSON,2,"['RG_9_8_69', 'RG_9_8_69']"
robert weaver,PERSON,2,"['RG_9_8_111', 'RG_9_8_78']"
robert morgenthau,PERSON,2,"['RG_9_8_110', 'RG_9_8_110']"
motown,GPE,2,"['RG_9_8_186', 'RG_9_8_39']"
russians,NORP,2,"['RG_9_8_69', 'RG_9_8_69']"
maynard jackson,PERSON,2,"['RG_9_8_209', 'RG_9_8_209']"
ruth,PERSON,2,"['RG_9_8_43', 'RG_9_8_43']"
ruth ann,PERSON,2,"['RG_9_8_111', 'RG_9_8_111']"
masters,ORG,2,"['RG_9_8_56', 'RG_9_8_201']"
massa,PERSON,2,"['RG_9_8_115', 'RG_9_8_115']"
mason,ORG,2,"['RG_9_8_144', 'RG_9_8_144']"
riverside drive,FAC,2,"['RG_9_8_42', 'RG_9_8_42']"
river niger,WORK_OF_ART,2,"['RG_9_8_125', 'RG9-8_ref4324']"
nashville,GPE,2,"['RG_9_8_52', 'RG_9_8_52']"
richmond,GPE,2,"['RG_9_8_111', 'RG_9_8_209']"
marx,PERSON,2,"['RG_9_8_115', 'RG_9_8_115']"
sam gilliam,PERSON,2,"['RG_9_8_42', 'RG_9_8_132']"
sam rivers,PERSON,2,"['RG_9_8_69', 'RG_9_8_69']"
national urban services,ORG,2,"['RG_9_8_89', 'RG_9_8_89']"
mario,PERSON,2,"['RG_9_8_94', 'RG_9_8_94']"
scarsdale,GPE,2,"['RG_9_8_132', 'RG_9_8_132']"
stanley cowell's,PERSON,2,"['RG_9_8_186', 'RG_9_8_186']"
kansas,GPE,2,"['RG_9_8_55', 'RG_9_8_55']"
helen,PERSON,2,"['RG_9_8_125', 'RG_9_8_125']"
the boys club of america,ORG,2,"['RG_9_8_26', 'RG_9_8_89']"
jackie robinson,PERSON,2,"['RG_9_8_55', 'RG_9_8_55']"
the black masons,ORG,2,"['RG_9_8_144', 'RG_9_8_144']"
italians,NORP,2,"['RG_9_8_97', 'RG_9_8_70']"
notre dame,PERSON,2,"['RG_9_8_148', 'RG_9_8_148']"
the black picture show,EVENT,2,['RG_9_8_134']
the black picture show,LAW,2,['RG_9_8_134']
the black revolution,EVENT,2,"['RG_9_8_42', 'RG_9_8_115']"
ira aldridge,PERSON,2,"['RG_9_8_125', 'RG9-8_ref4330']"
the black theater,ORG,2,"['RG_9_8_58', 'RG_9_8_58']"
institute,ORG,2,"['RG_9_8_82', 'RG_9_8_148']"
indiana,GPE,2,"['RG_9_8_209', 'RG_9_8_209']"
the board of estimate,ORG,2,"['RG9-8_ref4329', 'RG_9_8_111']"
i.,PERSON,2,"['RG_9_8_56', 'RG_9_8_40']"
i am the smoke king,WORK_OF_ART,2,"['RG9-8_ref4330', 'RG9-8_ref4330']"
huh,PERSON,2,['RG_9_8_98']
stephen,GPE,2,"['RG_9_8_40', 'RG_9_8_40']"
huh,NORP,2,['RG_9_8_98']
hugh,PERSON,2,['RG9_8_100']
hugh,GPE,2,['RG9_8_100']
howard university,ORG,2,"['RG_9_8_111', 'RG_9_8_52']"
hollywood,GPE,2,"['RG_9_8_134', 'RG_9_8_134']"
o'neill,ORG,2,"['RG_9_8_187', 'RG9-8_ref4324']"
oedc,ORG,2,"['RG_9_8_182', 'RG_9_8_182']"
the bureau of the budget,ORG,2,"['RG_9_8_204', 'RG_9_8_204']"
hindu,NORP,2,"['RG_9_8_98', 'RG_9_8_98']"
higginsen,PERSON,2,"['RG_9_8_78', 'RG_9_8_78']"
henderson,PERSON,2,['RG_9_8_201']
henderson,GPE,2,['RG_9_8_201']
helen armstead-johnson,PERSON,2,"['RG_9_8_125', 'RG_9_8_125']"
helen armstead- johnson,PERSON,2,"['RG_9_8_125', 'RG_9_8_125']"
james brown,PERSON,2,"['RG_9_8_208', 'RG_9_8_208']"
the black,ORG,2,['RG_9_8_148']
james earl jones,PERSON,2,"['RG9-8_ref4330', 'RG9-8_ref4330']"
the black,FAC,2,['RG_9_8_134']
judea,PERSON,2,"['RG_9_8_69', 'RG_9_8_69']"
strata-east,FAC,2,['RG_9_8_186']
strata-east,ORG,2,['RG_9_8_186']
jose figueroa,PERSON,2,"['RG_9_8_97', 'RG_9_8_97']"
jordan,PERSON,2,"['RG_9_8_204', 'RG_9_8_204']"
jones,PERSON,2,"['RG9-8_ref4330', 'RG9-8_ref4330']"
johnny,PERSON,2,"['RG_9_8_82', 'RG9_8_100']"
john patterson junior,PERSON,2,"['RG_9_8_182', 'RG_9_8_182']"
john patterson jr.,PERSON,2,"['RG_9_8_182', 'RG_9_8_182']"
sweet song,WORK_OF_ART,2,"['RG_9_8_186', 'RG_9_8_186']"
john henry,PERSON,2,"['RG_9_8_121', 'RG_9_8_121']"
tanner,PERSON,2,"['RG_9_8_132', 'RG_9_8_132']"
john bowne,PERSON,2,"['RG_9_8_196', 'RG_9_8_196']"
ta�_no spears,PERSON,2,"['RG_9_8_97', 'RG_9_8_97']"
teddy wilson,PERSON,2,"['RG_9_8_207', 'RG_9_8_98']"
joe papp,PERSON,2,"['RG_9_8_134', 'RG9-8_ref4324']"
jocelyn cooper,PERSON,2,"['RG_9_8_59', 'RG_9_8_59']"
jimmy lunsford,PERSON,2,"['RG_9_8_208', 'RG_9_8_98']"
texas,GPE,2,"['RG_9_8_111', 'RG_9_8_155']"
jews,NORP,2,"['RG_9_8_97', 'RG_9_8_125']"
jesus delivers,PERSON,2,"['RG_9_8_134', 'RG_9_8_134']"
jesse gray,PERSON,2,"['RG_9_8_209', 'RG_9_8_209']"
jeanette,PERSON,2,"['RG_9_8_201', 'RG_9_8_201']"
the american league,ORG,2,"['RG_9_8_55', 'RG_9_8_55']"
japan,GPE,2,"['RG_9_8_204', 'RG_9_8_118']"
james weldon johnson,PERSON,2,"['RG_9_8_114', 'RG9-8_ref4330']"
james weldon,PERSON,2,"['RG_9_8_114', 'RG9-8_ref4330']"
james murray,PERSON,2,"['RG_9_8_85', 'RG_9_8_187']"
james hurley,PERSON,2,"['RG_9_8_70', 'RG_9_8_70']"
the general foods corporation,ORG,2,"['RG_9_8_39', 'RG_9_8_39']"
freedom fund united,ORG,2,"['RG_9_8_201', 'RG_9_8_201']"
the university of alabama,ORG,2,"['RG_9_8_204', 'RG_9_8_204']"
caligula,WORK_OF_ART,2,['RG9-8_ref4324']
the sheraton hotel,ORG,2,"['RG_9_8_106', 'RG_9_8_106']"
charlie parker,PERSON,2,"['RG_9_8_208', 'RG_9_8_98']"
chapin,PERSON,2,"['RG_9_8_69', 'RG_9_8_69']"
the storefront museum,FAC,2,"['RG_9_8_187', 'RG_9_8_187']"
central harlem,LOC,2,"['RG_9_8_82', 'RG_9_8_209']"
the studio museum,ORG,2,"['RG_9_8_42', 'RG_9_8_42']"
the supreme court,ORG,2,"['RG_9_8_55', 'RG_9_8_78']"
the tenants organization,ORG,2,"['RG_9_8_209', 'RG_9_8_209']"
cbs,ORG,2,"['RG_9_8_101', 'RG_9_8_101']"
catholic,NORP,2,"['RG_9_8_26', 'RG_9_8_148']"
the times,WORK_OF_ART,2,"['RG_9_8_101', 'RG_9_8_101']"
carlyle,ORG,2,"['RG_9_8_208', 'RG_9_8_208']"
the united states of america,GPE,2,"['RG_9_8_58', 'RG_9_8_121']"
the urban league,ORG,2,"['RG_9_8_94', 'RG_9_8_204']"
caligula,PERSON,2,['RG_9_8_58']
chris,PERSON,2,"['RG_9_8_148', 'RG_9_8_148']"
cabinet,ORG,2,"['RG_9_8_204', 'RG_9_8_204']"
the vivian beaumont theater,ORG,2,"['RG_9_8_134', 'RG_9_8_134']"
the weeksville society,ORG,2,['RG_9_8_70']
the weeksville society,WORK_OF_ART,2,['RG_9_8_70']
buffalo,GPE,2,"['RG_9_8_70', 'RG_9_8_70']"
the west coast,LOC,2,"['RG_9_8_42', 'RG_9_8_42']"
the west indies,GPE,2,"['RG_9_8_111', 'RG_9_8_67']"
bud powell,PERSON,2,"['RG_9_8_98', 'RG_9_8_98']"
the wiz,WORK_OF_ART,2,"['RG9-8_ref4324', 'RG9-8_ref4324']"
the world series,EVENT,2,"['RG_9_8_106', 'RG_9_8_106']"
theater notes,WORK_OF_ART,2,"['RG_9_8_187', 'RG_9_8_187']"
this book,WORK_OF_ART,2,"['RG_9_8_97', 'RG_9_8_97']"
bremen,GPE,2,"['RG_9_8_69', 'RG_9_8_69']"
boyd,PERSON,2,"['RG_9_8_52', 'RG_9_8_52']"
china,GPE,2,"['RG_9_8_97', 'RG_9_8_118']"
christianity,ORG,2,"['RG_9_8_144', 'RG_9_8_144']"
box,PERSON,2,['RG_9_8_114']
the newport jazz festival,ORG,2,['RG_9_8_106']
do--,PRODUCT,2,['RG_9_8_89']
do--,PERSON,2,['RG9-8_ref4330']
dizzy gillespie,PERSON,2,"['RG_9_8_106', 'RG_9_8_98']"
district 12,ORG,2,['RG_9_8_207']
district 12,EVENT,2,['RG_9_8_207']
director of communications of capital formation corporation,ORG,2,"['RG_9_8_185', 'RG_9_8_185']"
dick hyman,PERSON,2,"['RG_9_8_207', 'RG_9_8_207']"
denver,GPE,2,"['RG_9_8_114', 'RG_9_8_207']"
denmark,GPE,2,"['RG_9_8_58', 'RG9-8_ref4330']"
democrat,NORP,2,"['RG_9_8_209', 'RG_9_8_209']"
david,PERSON,2,"['RG_9_8_132', 'RG_9_8_132']"
dave brubeck,PERSON,2,"['RG_9_8_98', 'RG_9_8_98']"
the new york yankees,ORG,2,"['RG_9_8_56', 'RG_9_8_182']"
the newport jazz festival,EVENT,2,['RG_9_8_106']
d.c.,GPE,2,"['RG_9_8_52', 'RG_9_8_118']"
christopher edley,PERSON,2,"['RG_9_8_148', 'RG_9_8_148']"
cuba,GPE,2,"['RG_9_8_101', 'RG_9_8_101']"
the office of health,ORG,2,"['RG_9_8_52', 'RG_9_8_52']"
the philadelphia boys club,ORG,2,"['RG_9_8_26', 'RG_9_8_26']"
connecticut,GPE,2,"['RG_9_8_106', 'RG_9_8_182']"
the pigatt galleries,FAC,2,"['RG_9_8_118', 'RG_9_8_118']"
the queen of sheba,GPE,2,"['RG_9_8_69', 'RG_9_8_69']"
the revolutionary war,EVENT,2,"['RG_9_8_144', 'RG_9_8_132']"
clifford alexander,PERSON,2,"['RG_9_8_55', 'RG_9_8_26']"
cleopatra,WORK_OF_ART,2,['RG9-8_ref4324']
cleopatra,PERSON,2,['RG_9_8_125']
claude mckay,PERSON,2,"['RG9-8_ref4330', 'RG9-8_ref4330']"
the schomburg center,FAC,2,['RG_9_8_111']
the schomburg center,ORG,2,['RG_9_8_111']
the schomburg center for research in black culture,ORG,2,"['RG_9_8_111', 'RG_9_8_111']"
box,WORK_OF_ART,2,['RG_9_8_114']
bobby hackett,PERSON,2,"['RG_9_8_207', 'RG_9_8_207']"
the national league,ORG,2,"['RG_9_8_55', 'RG_9_8_55']"
west african,NORP,2,"['RG_9_8_43', 'RG_9_8_67']"
arthur rubinstein,PERSON,2,['RG9-8_ref4330']
arthur rubinstein,ORG,2,['RG_9_8_106']
arthur mitchell,PERSON,2,['RG_9_8_114']
arthur mitchell,ORG,2,['RG_9_8_187']
art tatum,PERSON,2,"['RG_9_8_208', 'RG_9_8_98']"
w. e. b. du bois,PERSON,2,"['RG9-8_ref4330', 'RG_9_8_67']"
aretha,PERSON,2,"['RG_9_8_208', 'RG_9_8_208']"
arawak,PERSON,2,"['RG_9_8_97', 'RG_9_8_97']"
andrew henderson,PERSON,2,"['RG_9_8_201', 'RG_9_8_201']"
waterloo village,FAC,2,"['RG_9_8_106', 'RG_9_8_106']"
amsterdam news,ORG,2,"['RG_9_8_85', 'RG_9_8_85']"
webster avenue,FAC,2,"['RG9-8_ref4329', 'RG9-8_ref4329']"
west 145th street,LOC,2,"['RG_9_8_201', 'RG_9_8_201']"
west 57th street,LOC,2,"['RG_9_8_42', 'RG_9_8_42']"
west coast,LOC,2,"['RG_9_8_42', 'RG_9_8_89']"
virginia capers,ORG,2,['RG_9_8_187']
alan,PERSON,2,"['RG_9_8_56', 'RG_9_8_133']"
afro,PERSON,2,"['RG_9_8_208', 'RG_9_8_208']"
african-american,NORP,2,"['RG_9_8_114', 'RG_9_8_114']"
